Crop,Region,State,District,Season,Area_Acres,Avg_Rainfall_mm,Yield_Quintal,Soil_Type
Maize,North,Punjab,District-17,Rabi,102,513,260.34,Red
Maize,South,Karnataka,District-40,Rabi,113,608,359.67,Black
Rice,South,Andhra Pradesh,District-2,Rabi,158,1160,389.91,Alluvial
Pulses,West,Rajasthan,District-34,Rabi,248,564,832.92,Loamy
Cotton,South,Karnataka,District-15,Kharif,151,692,418.84,Black
Maize,North,Punjab,District-46,Kharif,120,606,377.51,Loamy
Wheat,East,Odisha,District-42,Kharif,267,464,923.54,Loamy
Wheat,Central,Chhattisgarh,District-17,Rabi,59,772,258.99,Loamy
Sugarcane,North,Uttar Pradesh,District-36,Annual,35,1231,154.51,Black
Maize,West,Rajasthan,District-5,Kharif,135,710,536.91,Alluvial
Sugarcane,South,Tamil Nadu,District-33,Rabi,15,1150,65.13,Alluvial
Rice,South,Andhra Pradesh,District-40,Rabi,54,1196,191.36,Alluvial
Rice,West,Gujarat,District-37,Kharif,192,1192,704.37,Black
Rice,North,Haryana,District-23,Rabi,46,925,140.97,Sandy
Sugarcane,South,Karnataka,District-15,Rabi,106,1309,410.26,Black
Pulses,West,Gujarat,District-22,Annual,133,570,527.45,Alluvial
Cotton,East,Bihar,District-8,Kharif,114,864,437.58,Red
Wheat,West,Maharashtra,District-37,Rabi,273,471,958.01,Loamy
Pulses,Central,Madhya Pradesh,District-46,Rabi,265,331,785.67,Loamy
Wheat,North,Haryana,District-5,Kharif,288,723,903.29,Sandy
Rice,North,Uttar Pradesh,District-1,Rabi,220,1339,843.78,Loamy
Cotton,South,Karnataka,District-6,Kharif,181,724,466.95,Alluvial
Sugarcane,West,Rajasthan,District-32,Rabi,81,1184,281.39,Alluvial
Pulses,West,Rajasthan,District-48,Rabi,288,520,687.77,Red
Wheat,North,Haryana,District-5,Annual,112,440,389.93,Red
Wheat,North,Haryana,District-23,Annual,289,459,1139.48,Alluvial
Sugarcane,Central,Madhya Pradesh,District-24,Rabi,122,1455,380.89,Alluvial
Cotton,North,Punjab,District-29,Rabi,96,718,354.09,Alluvial
Pulses,West,Gujarat,District-29,Rabi,54,670,202.73,Red
Pulses,Central,Madhya Pradesh,District-37,Rabi,54,696,135.02,Loamy
Maize,North,Uttar Pradesh,District-18,Annual,102,707,253.57,Red
Cotton,West,Gujarat,District-49,Kharif,205,823,653.28,Loamy
Sugarcane,South,Karnataka,District-8,Annual,233,1274,657.5,Loamy
Sugarcane,North,Uttar Pradesh,District-36,Annual,27,1594,108.2,Black
Cotton,South,Karnataka,District-14,Annual,29,838,109.41,Black
Cotton,West,Maharashtra,District-28,Annual,53,1006,202.47,Black
Maize,North,Uttar Pradesh,District-37,Rabi,244,504,594.03,Alluvial
Sugarcane,West,Rajasthan,District-49,Rabi,145,1386,561.24,Loamy
Maize,South,Andhra Pradesh,District-18,Rabi,105,842,431.87,Sandy
Sugarcane,North,Uttar Pradesh,District-23,Annual,221,1322,819.61,Black
Sugarcane,North,Haryana,District-1,Annual,104,1531,239.16,Alluvial
Cotton,Central,Chhattisgarh,District-23,Annual,90,845,324.63,Loamy
Cotton,East,Bihar,District-44,Rabi,214,1030,898.39,Loamy
Maize,East,West Bengal,District-2,Kharif,192,835,580.44,Red
Wheat,East,Bihar,District-34,Kharif,257,675,974.86,Red
Rice,Central,Madhya Pradesh,District-32,Annual,122,1464,473.24,Black
Wheat,South,Tamil Nadu,District-31,Rabi,174,590,376.83,Red
Wheat,North,Haryana,District-31,Kharif,78,402,225.58,Black
Rice,South,Tamil Nadu,District-35,Kharif,243,913,491.08,Loamy
Sugarcane,South,Andhra Pradesh,District-43,Annual,71,1190,275.48,Sandy
Rice,North,Haryana,District-40,Kharif,163,1455,434.81,Alluvial
Maize,South,Karnataka,District-26,Kharif,10,682,35.6,Red
Rice,East,Bihar,District-30,Annual,79,983,227.91,Sandy
Rice,East,West Bengal,District-34,Rabi,175,1238,458.86,Alluvial
Maize,East,Odisha,District-48,Rabi,59,689,211.87,Loamy
Wheat,West,Maharashtra,District-28,Kharif,198,792,761.23,Black
Maize,West,Maharashtra,District-12,Kharif,30,867,72.81,Red
Maize,West,Gujarat,District-13,Annual,136,749,376,Red
Sugarcane,North,Punjab,District-25,Annual,103,1097,355.83,Black
Cotton,South,Andhra Pradesh,District-41,Rabi,186,617,734.75,Black
Sugarcane,South,Tamil Nadu,District-4,Rabi,132,1414,335,Black
Sugarcane,Central,Madhya Pradesh,District-38,Rabi,234,1174,1011.31,Red
Wheat,Central,Chhattisgarh,District-1,Kharif,123,616,305.84,Alluvial
Wheat,East,West Bengal,District-36,Rabi,135,800,444.46,Alluvial
Rice,West,Gujarat,District-28,Annual,115,1210,267.25,Loamy
Rice,South,Tamil Nadu,District-17,Kharif,108,1355,249.98,Loamy
Wheat,West,Rajasthan,District-25,Kharif,129,547,370.78,Loamy
Pulses,West,Gujarat,District-44,Kharif,210,362,447.57,Red
Wheat,Central,Madhya Pradesh,District-1,Kharif,64,448,226.04,Red
Pulses,Central,Madhya Pradesh,District-35,Rabi,100,667,420.85,Loamy
Rice,East,Odisha,District-5,Rabi,216,1203,718.86,Loamy
Rice,North,Punjab,District-31,Kharif,263,1204,1142.13,Loamy
Cotton,East,West Bengal,District-43,Rabi,15,751,49.36,Red
Rice,West,Gujarat,District-36,Annual,281,1080,1194.52,Black
Maize,Central,Chhattisgarh,District-47,Annual,75,725,263.71,Black
Cotton,South,Andhra Pradesh,District-2,Annual,116,1050,487.4,Sandy
Pulses,West,Maharashtra,District-35,Rabi,172,439,590.86,Loamy
Maize,West,Maharashtra,District-33,Kharif,70,651,158.99,Alluvial
Rice,Central,Madhya Pradesh,District-29,Rabi,184,1260,382.18,Black
Wheat,North,Punjab,District-36,Kharif,161,765,719.32,Red
Sugarcane,North,Uttar Pradesh,District-18,Rabi,198,1561,584,Sandy
Wheat,East,Odisha,District-28,Kharif,177,523,550.97,Alluvial
Rice,East,Bihar,District-10,Kharif,174,1173,669.51,Loamy
Maize,North,Haryana,District-29,Kharif,287,640,593.03,Loamy
Cotton,Central,Chhattisgarh,District-18,Kharif,172,907,602,Red
Sugarcane,North,Punjab,District-44,Rabi,298,1369,966.97,Alluvial
Sugarcane,South,Andhra Pradesh,District-6,Kharif,119,1459,475.55,Sandy
Rice,West,Maharashtra,District-32,Rabi,259,1412,978.48,Alluvial
Sugarcane,South,Karnataka,District-46,Rabi,108,1554,296.52,Sandy
Cotton,South,Tamil Nadu,District-2,Kharif,189,900,812.68,Alluvial
Cotton,South,Andhra Pradesh,District-28,Annual,289,783,609.06,Sandy
Pulses,North,Uttar Pradesh,District-14,Kharif,106,447,274.66,Black
Rice,South,Karnataka,District-14,Kharif,80,1375,232.8,Red
Pulses,North,Haryana,District-20,Annual,251,585,851.17,Red
Rice,South,Tamil Nadu,District-23,Annual,231,1093,609.16,Sandy
Wheat,North,Uttar Pradesh,District-41,Kharif,31,553,106.52,Alluvial
Cotton,Central,Chhattisgarh,District-1,Rabi,125,988,445.59,Alluvial
Rice,Central,Chhattisgarh,District-36,Annual,204,1235,745.01,Red
Cotton,West,Gujarat,District-41,Annual,299,602,1228.19,Alluvial
Pulses,North,Punjab,District-36,Rabi,37,424,96.85,Black
Cotton,West,Maharashtra,District-49,Rabi,51,1061,159.36,Loamy
Sugarcane,Central,Madhya Pradesh,District-45,Kharif,180,1433,611.24,Alluvial
Wheat,North,Punjab,District-9,Annual,138,437,377.77,Alluvial
Wheat,Central,Madhya Pradesh,District-25,Rabi,22,421,89.63,Sandy
Wheat,West,Gujarat,District-21,Annual,60,749,225.34,Red
Pulses,South,Andhra Pradesh,District-36,Rabi,85,667,235.22,Red
Sugarcane,Central,Chhattisgarh,District-14,Annual,279,1516,1097.9,Alluvial
Rice,Central,Chhattisgarh,District-50,Rabi,185,951,695.26,Black
Wheat,North,Punjab,District-6,Annual,147,448,619.13,Alluvial
Rice,West,Maharashtra,District-26,Annual,270,971,708.05,Red
Rice,Central,Chhattisgarh,District-8,Rabi,24,1471,92.78,Alluvial
Wheat,South,Karnataka,District-28,Rabi,191,606,826.2,Alluvial
Cotton,South,Karnataka,District-46,Kharif,218,746,679.96,Alluvial
Rice,Central,Chhattisgarh,District-15,Annual,205,1207,520.7,Red
Wheat,North,Uttar Pradesh,District-36,Kharif,134,640,294.44,Loamy
Wheat,Central,Madhya Pradesh,District-39,Rabi,64,683,137.24,Black
Wheat,West,Maharashtra,District-11,Rabi,50,458,176.44,Loamy
Sugarcane,West,Gujarat,District-3,Annual,165,1478,517.93,Loamy
Pulses,North,Uttar Pradesh,District-10,Kharif,127,670,495.44,Sandy
Rice,West,Gujarat,District-26,Annual,286,1465,985.5,Sandy
Sugarcane,North,Punjab,District-8,Rabi,178,1565,738.46,Red
Sugarcane,South,Tamil Nadu,District-15,Rabi,174,1329,763.64,Alluvial
Wheat,West,Maharashtra,District-13,Rabi,196,419,397.68,Black
Pulses,East,Bihar,District-35,Annual,40,401,150.72,Loamy
Cotton,East,Odisha,District-32,Rabi,66,614,240.3,Alluvial
Maize,South,Tamil Nadu,District-45,Kharif,279,606,971.23,Black
Cotton,East,West Bengal,District-15,Annual,28,949,95.06,Sandy
Maize,South,Karnataka,District-8,Kharif,88,867,237.68,Red
Cotton,Central,Madhya Pradesh,District-5,Annual,291,812,1071.98,Loamy
Wheat,Central,Chhattisgarh,District-25,Rabi,16,414,62.35,Sandy
Sugarcane,West,Gujarat,District-28,Rabi,14,1055,57.01,Alluvial
Maize,East,Bihar,District-47,Kharif,25,693,76.2,Black
Cotton,East,Bihar,District-15,Rabi,66,1026,209.69,Sandy
Rice,Central,Chhattisgarh,District-24,Kharif,235,922,629.49,Sandy
Wheat,East,Odisha,District-19,Rabi,231,791,600.45,Loamy
Rice,West,Rajasthan,District-27,Annual,61,1057,214.73,Black
Sugarcane,Central,Madhya Pradesh,District-12,Annual,117,1329,311.5,Alluvial
Cotton,South,Tamil Nadu,District-8,Rabi,242,985,904.68,Red
Pulses,Central,Madhya Pradesh,District-3,Kharif,150,480,636.48,Red
Sugarcane,Central,Chhattisgarh,District-1,Rabi,129,1070,319.81,Sandy
Rice,North,Uttar Pradesh,District-13,Rabi,96,1056,231.91,Loamy
Pulses,South,Karnataka,District-31,Annual,256,452,835.45,Alluvial
Rice,North,Haryana,District-30,Annual,15,1092,58.75,Red
Rice,North,Uttar Pradesh,District-18,Rabi,246,1389,504.92,Alluvial
Sugarcane,West,Rajasthan,District-28,Annual,292,1061,852.83,Black
Wheat,East,Odisha,District-38,Kharif,69,647,163.34,Loamy
Pulses,South,Karnataka,District-28,Annual,106,637,460.23,Red
Sugarcane,Central,Madhya Pradesh,District-5,Rabi,117,1412,325.96,Black
Cotton,North,Haryana,District-28,Kharif,75,673,222.76,Black
Wheat,Central,Madhya Pradesh,District-1,Kharif,120,400,407.75,Red
Wheat,North,Haryana,District-2,Rabi,155,624,335.33,Alluvial
Rice,South,Tamil Nadu,District-5,Rabi,10,1161,29.39,Sandy
Pulses,Central,Madhya Pradesh,District-31,Rabi,62,445,268.52,Loamy
Rice,East,Bihar,District-7,Annual,15,1134,61.43,Sandy
Rice,East,West Bengal,District-39,Rabi,208,1494,446.96,Black
Pulses,North,Uttar Pradesh,District-3,Kharif,82,407,242.04,Loamy
Maize,East,Bihar,District-20,Annual,243,891,1074.87,Black
Rice,East,Bihar,District-28,Annual,200,924,597.38,Alluvial
Rice,Central,Madhya Pradesh,District-21,Rabi,225,1473,700.44,Sandy
Wheat,East,Bihar,District-5,Kharif,249,592,783.23,Alluvial
Rice,Central,Madhya Pradesh,District-22,Kharif,100,1166,433.58,Black
Pulses,Central,Chhattisgarh,District-31,Kharif,154,695,494.12,Sandy
Sugarcane,West,Gujarat,District-22,Annual,82,1015,249.33,Sandy
Wheat,North,Haryana,District-20,Annual,111,492,268.33,Alluvial
Sugarcane,Central,Chhattisgarh,District-6,Rabi,86,1125,232.74,Red
Wheat,East,West Bengal,District-34,Annual,64,792,148.19,Sandy
Pulses,West,Maharashtra,District-40,Annual,280,514,1149.85,Black
Maize,Central,Madhya Pradesh,District-33,Annual,248,754,770.2,Loamy
Maize,South,Tamil Nadu,District-9,Annual,292,539,975.79,Black
Cotton,South,Karnataka,District-8,Annual,75,866,234.45,Alluvial
Cotton,North,Uttar Pradesh,District-45,Annual,197,660,568.58,Sandy
Rice,South,Karnataka,District-36,Kharif,217,946,697.22,Sandy
Sugarcane,South,Tamil Nadu,District-47,Rabi,144,1348,465.38,Alluvial
Sugarcane,West,Maharashtra,District-35,Rabi,50,1288,130.83,Loamy
Maize,Central,Madhya Pradesh,District-46,Kharif,138,728,382.88,Black
Cotton,South,Andhra Pradesh,District-7,Annual,54,1095,222.42,Loamy
Maize,South,Tamil Nadu,District-9,Kharif,75,772,161.88,Red
Cotton,West,Gujarat,District-8,Annual,122,658,347.58,Black
Wheat,South,Karnataka,District-27,Kharif,136,674,610.17,Black
Maize,North,Haryana,District-25,Annual,245,571,573.45,Loamy
Wheat,South,Tamil Nadu,District-31,Annual,30,524,86.26,Red
Rice,East,Odisha,District-29,Annual,77,1144,319.06,Sandy
Wheat,East,West Bengal,District-17,Kharif,217,702,970.17,Alluvial
Wheat,North,Uttar Pradesh,District-4,Kharif,132,503,517.56,Loamy
Rice,North,Haryana,District-12,Kharif,291,1011,1247.81,Red
Cotton,South,Tamil Nadu,District-18,Rabi,239,643,497.78,Loamy
Sugarcane,South,Andhra Pradesh,District-39,Rabi,119,1024,523.53,Red
Wheat,Central,Madhya Pradesh,District-37,Kharif,175,735,514.29,Loamy
Cotton,South,Tamil Nadu,District-32,Annual,113,1039,480.18,Alluvial
Rice,East,Bihar,District-23,Rabi,71,1254,207.94,Red
Pulses,South,Andhra Pradesh,District-4,Annual,267,552,696.52,Loamy
Maize,South,Tamil Nadu,District-2,Kharif,138,632,386.99,Sandy
Maize,East,Bihar,District-30,Annual,276,566,1215.86,Red
Cotton,West,Maharashtra,District-10,Rabi,181,732,656.44,Alluvial
Sugarcane,West,Maharashtra,District-48,Annual,229,1433,952.48,Red
Rice,East,Bihar,District-28,Annual,133,1085,445.78,Red
Pulses,East,Odisha,District-42,Kharif,50,465,211.78,Black
Pulses,East,Bihar,District-47,Annual,247,618,980.31,Loamy
Maize,South,Karnataka,District-11,Rabi,130,548,413.95,Black
Cotton,West,Gujarat,District-17,Kharif,34,658,120.29,Sandy
Wheat,Central,Madhya Pradesh,District-31,Annual,207,560,457.32,Sandy
Sugarcane,West,Maharashtra,District-40,Annual,101,1275,234.16,Loamy
Cotton,Central,Madhya Pradesh,District-13,Annual,282,986,1251.24,Red
Cotton,Central,Chhattisgarh,District-20,Annual,38,853,169.11,Alluvial
Cotton,South,Andhra Pradesh,District-26,Annual,245,660,612.38,Sandy
Sugarcane,West,Gujarat,District-24,Annual,230,1536,1008.65,Red
Wheat,East,Bihar,District-36,Annual,235,616,859.61,Black
Pulses,East,Bihar,District-19,Kharif,175,532,576.5,Sandy
Rice,West,Maharashtra,District-20,Rabi,214,1004,772.65,Sandy
Sugarcane,East,Odisha,District-29,Rabi,120,1258,402.35,Black
Maize,South,Karnataka,District-27,Kharif,169,895,442.09,Alluvial
Wheat,North,Uttar Pradesh,District-41,Rabi,269,588,825.95,Red
Maize,South,Andhra Pradesh,District-36,Rabi,185,831,535.5,Sandy
Pulses,Central,Chhattisgarh,District-42,Annual,60,362,120.53,Red
Maize,East,Odisha,District-49,Kharif,91,535,255.49,Loamy
Rice,North,Punjab,District-27,Annual,294,1110,658,Alluvial
Maize,Central,Chhattisgarh,District-20,Rabi,156,859,315.15,Red
Maize,South,Andhra Pradesh,District-37,Rabi,289,822,1075.9,Red
Rice,South,Karnataka,District-8,Rabi,286,1322,945.99,Red
Rice,South,Karnataka,District-45,Rabi,259,1082,1110.3,Loamy
Cotton,Central,Madhya Pradesh,District-23,Kharif,225,1024,821.63,Loamy
Cotton,East,Bihar,District-18,Annual,196,650,643.07,Red
Rice,Central,Chhattisgarh,District-9,Annual,199,1272,432.1,Loamy
Sugarcane,Central,Madhya Pradesh,District-33,Annual,217,1452,526.12,Red
Cotton,Central,Madhya Pradesh,District-46,Rabi,99,939,428.81,Sandy
Rice,North,Haryana,District-23,Rabi,246,1481,983.51,Red
Pulses,South,Tamil Nadu,District-20,Annual,66,330,132.06,Red
Rice,East,Bihar,District-40,Rabi,258,1441,527.34,Sandy
Rice,West,Rajasthan,District-14,Rabi,119,1102,371.61,Loamy
Cotton,East,Odisha,District-14,Kharif,85,1028,208.58,Loamy
Wheat,South,Andhra Pradesh,District-8,Annual,241,726,1073.12,Black
Wheat,Central,Madhya Pradesh,District-17,Annual,27,742,64.07,Alluvial
Wheat,Central,Chhattisgarh,District-14,Rabi,216,680,439.47,Alluvial
Sugarcane,North,Punjab,District-18,Rabi,198,1579,702.75,Sandy
Maize,West,Maharashtra,District-43,Annual,157,896,431.14,Red
Sugarcane,West,Maharashtra,District-15,Rabi,140,1283,563.7,Loamy
Wheat,East,Bihar,District-7,Kharif,226,488,737.02,Sandy
Maize,East,Odisha,District-10,Rabi,158,848,499.39,Sandy
Cotton,South,Tamil Nadu,District-36,Rabi,229,783,997.11,Red
Maize,Central,Madhya Pradesh,District-27,Kharif,193,764,761.45,Sandy
Pulses,North,Haryana,District-10,Rabi,148,623,520.84,Black
Pulses,Central,Madhya Pradesh,District-44,Kharif,92,448,375.37,Alluvial
Pulses,North,Haryana,District-40,Kharif,51,484,121.18,Loamy
Sugarcane,West,Rajasthan,District-11,Kharif,18,1051,44.06,Sandy
Rice,West,Rajasthan,District-22,Kharif,183,1425,770.79,Loamy
Maize,East,Bihar,District-39,Kharif,85,682,367.16,Sandy
Pulses,South,Andhra Pradesh,District-25,Rabi,120,335,504.18,Loamy
Rice,Central,Chhattisgarh,District-40,Rabi,255,1099,551.07,Black
Maize,West,Gujarat,District-31,Annual,250,741,1076.36,Red
Sugarcane,West,Rajasthan,District-11,Kharif,130,1216,359.24,Loamy
Pulses,North,Uttar Pradesh,District-3,Rabi,158,542,401.47,Red
Sugarcane,Central,Chhattisgarh,District-13,Kharif,123,1093,342.42,Loamy
Wheat,South,Karnataka,District-24,Rabi,140,591,308.87,Black
Sugarcane,Central,Madhya Pradesh,District-4,Kharif,273,1403,999.17,Red
Wheat,South,Tamil Nadu,District-41,Annual,262,732,826.4,Sandy
Rice,West,Gujarat,District-14,Rabi,137,1256,329.68,Alluvial
Sugarcane,North,Uttar Pradesh,District-15,Kharif,118,1512,322.06,Loamy
Sugarcane,West,Gujarat,District-35,Kharif,224,1399,854.77,Loamy
Cotton,Central,Madhya Pradesh,District-31,Annual,17,655,56.07,Alluvial
Pulses,West,Rajasthan,District-39,Annual,246,359,830.14,Alluvial
Sugarcane,West,Rajasthan,District-34,Rabi,42,1498,135.84,Loamy
Cotton,North,Haryana,District-14,Rabi,31,749,68.83,Red
Pulses,West,Maharashtra,District-2,Kharif,248,401,534.48,Sandy
Sugarcane,East,West Bengal,District-13,Annual,47,1310,147.26,Loamy
Maize,South,Karnataka,District-7,Rabi,128,717,545.96,Sandy
Sugarcane,East,West Bengal,District-45,Rabi,224,1034,733.13,Red
Sugarcane,South,Tamil Nadu,District-13,Kharif,161,1573,348.77,Sandy
Maize,South,Tamil Nadu,District-3,Rabi,208,830,822.02,Alluvial
Rice,North,Punjab,District-37,Kharif,35,1217,146.3,Alluvial
Rice,West,Rajasthan,District-2,Rabi,232,1481,971.43,Alluvial
Wheat,South,Tamil Nadu,District-16,Annual,176,719,704.61,Loamy
Pulses,North,Uttar Pradesh,District-1,Kharif,106,606,348.44,Black
Maize,West,Rajasthan,District-2,Annual,87,848,303.67,Red
Pulses,South,Tamil Nadu,District-33,Annual,252,375,885.76,Alluvial
Pulses,Central,Chhattisgarh,District-42,Kharif,51,653,192.19,Red
Cotton,East,West Bengal,District-28,Annual,23,829,91.64,Sandy
Pulses,South,Andhra Pradesh,District-14,Rabi,90,681,368.79,Alluvial
Cotton,Central,Chhattisgarh,District-22,Kharif,172,677,585.78,Sandy
Maize,Central,Chhattisgarh,District-42,Rabi,157,717,382.1,Black
Cotton,South,Tamil Nadu,District-20,Kharif,195,966,613.65,Black
Maize,Central,Madhya Pradesh,District-31,Kharif,140,682,518.46,Red
Cotton,South,Tamil Nadu,District-43,Rabi,102,903,389.3,Black
Pulses,North,Uttar Pradesh,District-14,Kharif,81,319,336.36,Black
Pulses,West,Gujarat,District-48,Annual,42,524,135.25,Black
Pulses,West,Gujarat,District-30,Rabi,225,547,983.01,Alluvial
Maize,South,Tamil Nadu,District-32,Rabi,248,672,1010.41,Sandy
Rice,South,Karnataka,District-32,Kharif,230,1308,784.76,Red
Cotton,South,Tamil Nadu,District-35,Annual,130,1039,356.33,Red
Maize,Central,Chhattisgarh,District-39,Annual,54,771,207.97,Black
Sugarcane,Central,Madhya Pradesh,District-1,Kharif,115,1412,247.54,Sandy
Sugarcane,East,Odisha,District-22,Annual,96,1334,344.94,Black
Wheat,North,Punjab,District-17,Annual,233,432,991.75,Red
Sugarcane,East,Bihar,District-7,Rabi,89,1286,314.71,Red
Maize,North,Punjab,District-40,Rabi,237,653,932.73,Black
Maize,West,Gujarat,District-45,Rabi,109,722,488.7,Loamy
Sugarcane,East,Odisha,District-32,Rabi,216,1152,444.34,Red
Rice,East,Odisha,District-11,Annual,149,1404,591.13,Alluvial
Pulses,South,Karnataka,District-7,Kharif,203,305,766.09,Sandy
Cotton,North,Uttar Pradesh,District-14,Annual,177,681,647.35,Red
Sugarcane,North,Uttar Pradesh,District-23,Kharif,186,1461,752.67,Red
Cotton,Central,Chhattisgarh,District-16,Rabi,242,721,748.94,Sandy
Maize,East,West Bengal,District-27,Rabi,190,696,839.31,Loamy
Wheat,Central,Madhya Pradesh,District-21,Rabi,151,645,306.18,Sandy
Pulses,South,Karnataka,District-38,Rabi,75,628,251.82,Black
Rice,South,Tamil Nadu,District-22,Annual,249,986,694.32,Sandy
Rice,Central,Chhattisgarh,District-25,Kharif,228,1432,757.9,Loamy
Pulses,South,Tamil Nadu,District-3,Kharif,133,541,507.76,Red
Pulses,South,Andhra Pradesh,District-36,Rabi,27,593,117.38,Red
Wheat,Central,Madhya Pradesh,District-27,Kharif,49,551,130.84,Red
Rice,East,Bihar,District-9,Annual,63,1437,230.06,Alluvial
Maize,West,Maharashtra,District-47,Annual,247,639,742.3,Sandy
Wheat,South,Karnataka,District-29,Kharif,256,691,568.98,Loamy
Sugarcane,West,Gujarat,District-9,Annual,296,1217,1117.89,Red
Wheat,South,Tamil Nadu,District-30,Annual,52,518,116.99,Sandy
Pulses,Central,Madhya Pradesh,District-19,Kharif,102,636,220.59,Black
Maize,North,Haryana,District-9,Annual,169,522,384.21,Black
Wheat,East,Odisha,District-4,Kharif,127,511,557.94,Sandy
